district_code,subdistrict_code,village_cod,village_name,num_households,centre_lat,centre_long,ne_lat,ne_long,sw_lat,sw_long
207,1081,219874,Beta Parsa,1378,26.5678032,85.9253439,26.5827311,85.9386063,26.5526407,85.9101182
207,1081,219875,Hurrahi,724,26.5771429,85.9432291,26.5884857,85.9489289,26.5650958,85.9314116
207,1081,219876,Kauaha pahari,1698,26.5531569,85.9278993,26.5727157,85.9569165,26.5386506,85.9095381
207,1081,219877,Sisauni,983,26.5660903,85.9687688,26.5761604,85.9815597,26.5533543,85.9537124
207,1081,219878,Sukhbasi,340,26.5469184,85.9674921,26.5544224,85.974785,26.5366496,85.958183
207,1081,219879,Harswar,714,26.549502,85.9547235,26.5599193,85.965454,26.531908,85.9426804
207,1081,219880,Pahra,533,26.5419612,85.9483381,26.5561009,85.9544754,26.5310934,85.9417495
207,1081,219881,Hisar,1808,26.5327665,85.9355648,26.5561122,85.944763,26.5189494,85.9118119
207,1081,219882,Jhitki,888,26.5437582,85.9598313,26.5484067,85.9650992,26.5396631,85.9551429
207,1081,219883,Khirhar,2950,26.5067735,85.9534465,26.5195846,85.9721756,26.4985193,85.9319074
207,1081,219884,Semhli,547,26.5050275,85.8921123,26.5137654,85.8980713,26.4980278,85.8860398
207,1081,219885,Baingra,640,26.4916244,85.8358259,26.5001317,85.842964,26.4754256,85.8259583
207,1081,219886,Jiraul,1228,26.505904,85.9227884,26.5176888,85.9371032,26.4968758,85.9037705
207,1081,219887,Baurhar,859,26.5176818,85.9227884,26.5286866,85.9388503,26.5089738,85.9043501
207,1081,219888,Sonai,1342,26.5198225,85.8946693,26.5326422,85.9118119,26.5079537,85.8852158
207,1081,219889,Mangrahtia,505,26.5406513,85.9023396,26.5472563,85.9160005,26.5286866,85.8922502
207,1081,219890,Manoharpur,614,25.3519734,83.906924,25.3580036,83.915016,25.3478508,83.8976976
207,1081,219892,Kamtaul,329,26.3321245,85.8204646,26.339403,85.8272981,26.3234218,85.8155394
207,1081,219893,Gopalpur,194,25.5376627,85.1781602,0,0,0,0
207,1081,219894,Gangaur,1699,25.5285773,86.3427458,25.547531,86.3654327,25.4958839,86.3312454
207,1082,219895,Khauna,1043,26.6559642,86.0249117,26.6667411,86.0381414,26.6442367,86.0103241
207,1082,219896,Lauthwa,445,26.6444763,86.035113,26.6528128,86.0391232,26.6362075,86.0291215
207,1082,219897,Majhaura,354,26.0755904,86.1370148,26.0817547,86.1432112,26.0674115,86.1320113
207,1082,219898,Mahinathpur,1999,26.3260313,86.1293792,26.3391475,86.1367873,26.3144167,86.114601
207,1082,219900,Chhitauni,1262,27.1460847,83.9545758,27.15769,83.97349,27.1409501,83.94228
207,1082,219901,Jonki,990,26.6397173,86.0758979,26.6513422,86.0874993,26.6332275,86.0636594
207,1082,219903,Simrarhi,374,26.6236342,86.0797199,26.6276648,86.0844576,26.6170999,86.0735571
207,1082,219904,Sirahi,744,26.598082,85.3873253,0,0,0,0
207,1082,219905,Khataia,1145,26.5975247,86.0402129,26.6178358,86.057678,26.5868796,86.0132293
207,1082,219906,Mothaur,478,26.6090158,86.0300126,26.620945,86.0415724,26.598217,86.0160063
207,1082,219907,Jaso,300,25.5709146,83.9942656,25.5745579,83.999791,25.5606769,83.987842
207,1082,219908,Kauaha,626,26.5794376,86.0249117,26.5899734,86.0328291,26.5680103,86.0115278
207,1082,219909,Birpur,2121,26.515046,87.009943,26.5249468,87.0245827,26.5054387,86.9979001
207,1082,219910,Ghorbanki,1549,26.5565921,86.0504111,26.5738906,86.0684126,26.5471497,86.0337295
207,1082,219911,Radha kant,277,26.5441488,86.0797199,26.5479622,86.089716,26.5381602,86.0715181
207,1082,219912,Selibeli Chitahi,1976,26.5320468,86.0611215,26.5336397,86.0680161,26.5258189,86.0558091
207,1082,219913,Arghawa,936,26.5146643,86.0249117,26.5241507,86.0453643,26.5051936,86.012596
207,1082,219914,Narkatia,677,26.8289674,84.9036859,26.8407481,84.9143522,26.8053226,84.8806076
207,1082,219915,Marhia,1495,27.0723252,84.4303959,27.0876369,84.4531017,27.0595474,84.4126814
207,1082,219916,Pachratan,377,24.5232449,84.8646113,24.5378493,84.8766099,24.5093174,84.8412625
207,1082,219917,Hathapur,1482,26.5468404,86.0172595,26.5596237,86.0297011,26.5284691,85.9984208
207,1082,219918,Basopatti,4526,26.5756508,86.0028829,0,0,0,0
207,1082,219919,Damu,1676,26.5339211,85.9764282,26.5500813,86.000015,26.5199851,85.9639741
207,1082,219920,Chanan,574,24.6152356,86.6686635,24.6300877,86.6812706,24.6051572,86.6561866
207,1082,219922,Siriapur,1267,26.5016034,85.9789811,26.5153809,85.9901198,26.4857768,85.9659958
207,1082,219923,Patauna,501,25.2956083,84.8294211,25.305107,84.8354875,25.2881736,84.8233108
207,1082,219924,Phent,1059,26.5199854,86.0045031,26.5387994,86.0126265,26.5034465,85.9930038
207,1082,219925,Manmohan,759,26.5261589,86.0147084,26.5353165,86.0254059,26.5147035,86.0087509
207,1082,219926,Barantpur,568,26.1728331,84.664203,26.1789646,84.6714807,26.1681671,84.6557695
207,1082,219927,Bhaiapatti,1251,26.4962855,85.9993997,26.510027,86.0139463,26.4809132,85.9852904
207,1082,219928,Belauna,431,26.4790465,86.0115906,26.4871769,86.0169372,26.476078,86.0076312
207,1083,219929,Garha,455,26.468487,85.5084348,26.4724362,85.5143165,26.4617754,85.503931
207,1083,219930,Rajauli,985,24.6532356,85.5045711,24.6754932,85.5310593,24.6243876,85.4818726
207,1083,219931,Dhamia Patti,380,26.6105632,86.0860891,26.6218141,86.0908412,26.6066587,86.0779453
207,1083,219932,Parsa,750,25.8141503,84.9054534,0,0,0,0
207,1083,219933,Usrahi Deodha,4945,26.5906358,86.1187032,26.617076,86.1377102,26.5743029,86.1039824
207,1083,219934,Bhadaur,532,26.6205736,86.1293792,26.6296741,86.1407357,26.6105725,86.1169553
207,1083,219935,Indarwa,770,26.733931,85.6717405,26.7412929,85.6800004,26.7269192,85.664116
207,1083,219936,Baira,1586,26.5832993,86.0580585,26.5958519,86.091484,26.5700111,86.0483014
207,1083,219937,Suriahi,259,26.5851571,86.0720757,26.5884609,86.0754546,26.5802822,86.0693054
207,1083,219938,Barhi,2195,26.4473978,86.2615689,26.4613608,86.2739714,26.4334888,86.2427061
207,1083,219939,Chatar,202,24.8319162,85.4878255,24.8381766,85.4911115,24.8253459,85.4845807
207,1083,219940,Silanath Dulipatti,2490,26.5581364,86.1064985,26.5740582,86.1186076,26.5495681,86.1007546
207,1083,219941,kuar,1348,26.5466281,86.1166506,26.5545082,86.1300583,26.5346144,86.1037063
207,1083,219942,jainagar,2496,26.5883988,86.1370148,26.6059681,86.146245,26.5694331,86.1226951
207,1083,219943,Dodwar,1245,25.0960742,85.3131194,27.5213199,88.289752,24.286278,83.3148651
207,1083,219944,Barhmotar,134,26.1598839,86.2863163,26.1625423,86.2902223,26.1578196,86.2805022
207,1083,219945,Korahia,2117,26.5581288,86.1064655,26.5740582,86.1186076,26.5495681,86.1007546
207,1083,219946,Silra,1343,26.5274554,86.1700894,26.5440158,86.1883545,26.5096646,86.1579435
207,1083,219947,Parwa,2566,26.5642812,86.1683875,26.5705028,86.1713612,26.5609251,86.1650025
207,1083,219948,Belhi,6271,26.2924462,86.5476411,26.3058376,86.5618361,26.2814408,86.5294419
207,1083,219949,Pachhar,820,26.5412159,86.1891612,26.5531998,86.195961,26.5339831,86.1804655
207,1083,801298,Jainagar (NP),4198,26.5883988,86.1370148,26.6059681,86.146245,26.5694331,86.1226951
207,1084,219964,Chiknautwa,674,26.5627297,86.2793375,26.572235,86.2910078,26.5498714,86.2667542
207,1084,219965,Bishunpur,300,25.7882434,85.3433404,25.7928504,85.34774,25.7821979,85.3364487
207,1084,219966,Mahtha,2236,26.6015998,86.3021736,26.6133258,86.3120141,26.5648707,86.28656
207,1084,219967,Lachhminia,967,25.4106633,86.328169,25.4151948,86.3325652,25.4080817,86.3213825
207,1084,219968,Piprahi,2033,26.5641963,85.3265449,26.5702686,85.3423462,26.5515462,85.3103409
207,1084,219969,Garha,834,26.468487,85.5084348,26.4724362,85.5143165,26.4617754,85.503931
207,1084,219970,Belahi,1342,26.2761276,86.1370148,26.2853451,86.1576612,26.2574137,86.1240387
207,1084,219971,Sidhapa,3194,26.549251,86.3275351,26.589122,86.3464343,26.5114646,86.30898
207,1084,219972,Dharamban,560,26.5514772,86.2996368,26.5585893,86.3107181,26.5392408,86.2924577
207,1084,219973,Ekhari,2183,26.5071034,86.2920255,26.5281886,86.3055723,26.4806709,86.2701721
207,1084,219974,Gajhara,2187,26.5204475,86.3528838,26.5362739,86.377632,26.4951152,86.3242646
207,1084,219976,Barhmotra,175,26.5042152,86.3516167,26.5076255,86.3574217,26.4990425,86.3463667
207,1084,219977,Pathrahi,1616,26.4967439,86.3800134,26.5024761,86.3834053,26.4774658,86.3403852
207,1085,219978,Lalmunia Munhara,1565,26.5688513,86.403543,26.5849102,86.4312028,26.5445002,86.3721238
207,1085,219979,Lataunha,129,26.5627858,86.3674535,26.5651131,86.3703611,26.5598888,86.3639905
207,1085,219980,Birpur Barapatti Pindraun,1615,26.5445243,86.3731536,26.5693721,86.4011689,26.520027,86.35878
207,1085,219981,Barmotar Rae Chanda,156,26.5249802,86.3864512,26.5272465,86.3880919,26.5227183,86.3843231
207,1085,219986,karmegh,7652,26.5269808,86.4360573,26.5429452,86.4515141,26.5128056,86.4227954
207,1085,219987,khutauna,3143,26.5012234,86.3976042,26.5143785,86.4142941,26.4875935,86.3871124
207,1085,219988,Siktiahi,1472,26.4507725,86.3934152,26.4742869,86.4071427,26.4326858,86.3741529
207,1085,219989,Prayagpur,250,26.4172996,86.4098718,26.4213581,86.4136278,26.4127465,86.4072493
207,1085,219990,Bagha kusmar,1946,26.418931,86.4161998,26.4403095,86.4332579,26.3972585,86.3941802
207,1085,219991,Ekhatha,1353,26.451851,86.4578927,26.4553664,86.4632125,26.4318046,86.4366761
207,1085,219992,Parsahi Sirsia,3824,26.4354769,86.4895463,26.4815101,86.5106049,26.4165361,86.4574434
207,1085,219993,Hinguwa,113,26.4662609,86.4832276,26.4716109,86.489212,26.4613035,86.4768981
207,1085,219994,Barmotar Bhajnaha,200,26.468585,86.4579446,26.4728031,86.4623109,26.4651069,86.4504396
207,1085,219995,Lachhmipur,535,26.6158818,84.8620054,26.6408614,84.8937224,26.6063994,84.853874
207,1085,219996,Bandar Jhuli,253,26.5220483,86.475644,26.5279636,86.4963533,26.5150509,86.4681704
207,1085,219997,Naraenpur,248,25.9377047,86.1794915,25.9594992,86.2045592,25.9084071,86.1464918
207,1085,219998,Majhaura,1025,26.0755904,86.1370148,26.0817547,86.1432112,26.0674115,86.1320113
207,1085,219999,Pathrahi,581,26.4967439,86.3800134,26.5024761,86.3834053,26.4774658,86.3403852
207,1085,220000,Jhajhri,605,26.4794881,86.4819637,26.4892157,86.498947,26.4709016,86.4635085
207,1085,220001,Bhajnaha,600,26.4608617,86.4660773,26.478754,86.479889,26.4523891,86.4555129
207,1085,220002,Balampatti,398,26.4803073,86.4554156,26.4839516,86.4673082,26.4724941,86.4433977
207,1085,220003,Basania,174,26.4907746,86.4617379,26.4958363,86.4706345,26.4816416,86.4497145
207,1085,220004,Madhopur,615,26.3431608,84.4500844,26.3473928,84.4555306,26.3366146,84.4449198
207,1085,220005,Baghmaria,338,26.5125242,86.4478279,26.51556,86.4583053,26.5072135,86.4367142
207,1085,220006,Urhwa,569,24.7992897,83.5789525,24.8150672,83.5961377,24.7862301,83.5657195
207,1085,220007,Bauraha,515,26.4914005,86.4275882,26.5055464,86.4355011,26.485298,86.414482
207,1085,220008,Lahria,763,26.478364,86.4364441,26.4919911,86.4497145,26.4682178,86.4265748
207,1085,220009,Bela,319,24.9694491,84.973511,24.9747597,84.9820745,24.9616545,84.964701
207,1085,220010,Urhwa,195,24.7992897,83.5789525,24.8150672,83.5961377,24.7862301,83.5657195
207,1085,220011,Siswar,236,26.4318475,86.4617379,26.4454335,86.4703884,26.4150685,86.4497523
207,1085,220012,Sihula,466,26.4717138,86.4060746,26.4860324,86.4146803,26.4444122,86.3949736
207,1085,220013,Jhanjpatti Doman,435,26.4652004,86.4402389,26.4759884,86.4525145,26.4567699,86.4282456
207,1085,220014,Kalripatti,475,26.4634094,86.4143946,26.4715174,86.4292221,26.4543132,86.3985748
207,1085,220015,Durgipatti,696,26.4483971,86.4161998,26.4581089,86.4269485,26.4372747,86.4048232
207,1085,220016,Hudra,485,26.4428825,86.4313838,26.4580478,86.4403916,26.4310416,86.4223175
207,1085,220017,Jhanjhpatti Asa,736,26.4609378,86.4465631,26.4697588,86.4585417,26.4512425,86.4384537
207,1085,220018,Ekhatha,697,26.451851,86.4578927,26.4553664,86.4632125,26.4318046,86.4366761
207,1085,220019,Anharban,171,26.509443,86.5021814,26.5154323,86.5128555,26.4943198,86.4974596
207,1085,220020,Basdeopur,2253,26.5129421,86.5249164,26.5359269,86.5548146,26.480606,86.4964677
207,1085,220021,Piprahi,722,26.5641963,85.3265449,26.5702686,85.3423462,26.5515462,85.3103409
207,1085,220022,Chatarbhuj,496,26.4625508,86.5122871,26.477083,86.5249174,26.4471378,86.4967726
207,1085,220023,Barkor,150,26.4760855,86.5236537,26.4829005,86.5318986,26.4655572,86.5177001
207,1085,220024,Tengrar,1099,26.4061311,86.4946007,26.4211748,86.5102232,26.3983001,86.4653778
207,1086,220025,Singrahi,445,26.4620958,86.5263576,26.4675771,86.5427701,26.4539395,86.5223006
207,1086,220026,Atri,807,24.9383607,85.1984715,24.9428727,85.2023971,24.9312275,85.1929665
207,1086,220027,Harbhanga,324,26.5048966,86.5577376,26.5153817,86.5649915,26.4923914,86.5473104
207,1086,220028,Tharwahi,209,26.4947367,86.5640469,26.5011052,86.5689772,26.4895683,86.5586507
207,1086,220029,Tulsiahi,277,26.4874618,86.5678321,26.4967842,86.5743685,26.4808681,86.5637469
207,1086,220031,Mahadewa,1031,25.0659059,84.3837735,25.0711702,84.3908103,25.0628206,84.3753004
207,1086,220032,jamsar,196,26.4271535,84.3042333,26.4367313,84.3130417,26.4168623,84.2973174
207,1086,220033,Laukahi,1187,26.4754345,86.5577376,26.4924682,86.5697336,26.4601616,86.5477931
207,1086,220034,Jhauri,1050,26.4467433,86.5183446,26.4559688,86.5536728,26.4227981,86.507492
207,1086,220035,Sonbarsa,683,25.6942734,86.7078725,0,0,0,0
207,1086,220036,Sanpataha,253,26.4270453,86.5543003,26.4283469,86.5559768,26.4246754,86.5517365
207,1086,220037,Piprahi,298,26.5641963,85.3265449,26.5702686,85.3423462,26.5515462,85.3103409
207,1086,220038,Kakahia,224,26.438632,86.5589995,26.4445857,86.5668563,26.432064,86.551407
207,1086,220039,Chichorwa,323,26.4297913,86.5589995,26.4361,86.5671768,26.4244555,86.5557554
207,1086,220040,Tharhi,378,26.3872877,86.3300705,26.3962713,86.3378942,26.373435,86.318121
207,1086,220041,Ladania,821,26.6108907,86.319928,26.6197808,86.3292976,26.6038528,86.3124347
207,1086,220042,Kaluahi,164,26.4626396,86.0606074,26.4692669,86.0677958,26.4582215,86.0565948
207,1086,220043,Pipraun,867,26.6031252,85.9253439,26.6167306,85.9420002,26.5815861,85.9021022
207,1086,220044,Kariaut,1131,25.0960742,85.3131194,27.5213199,88.289752,24.286278,83.3148651
207,1086,220045,Makhnaha,186,25.9356647,87.1759416,25.9433668,87.1899109,25.9262294,87.1654204
207,1086,220046,Andhramath,1065,26.4541287,86.653552,26.4635714,86.6770918,26.4414833,86.6330767
207,1086,220047,Bikramsher,565,26.4259271,86.2856819,26.4299695,86.2879087,26.4226387,86.2828875
207,1086,220048,kukur doura,573,26.4063851,86.6283557,26.4167558,86.6371918,26.3964596,86.6161194
207,1086,220049,Dakahi,924,26.4127515,86.6485137,26.4272041,86.6601944,26.3996277,86.6331864
207,1086,220051,Chandarpatti,175,26.4018014,86.6529222,26.4047643,86.655266,26.4007814,86.6477967
207,1086,220052,Dharhara,894,25.2564134,86.4022771,25.2614733,86.4082808,25.2493715,86.3983253
207,1086,220054,Jiroga,730,26.4073254,86.6686635,26.4150791,86.6843337,26.3920879,86.6543886
207,1086,220055,Bharphori,757,26.4431585,86.6888051,26.4538032,86.7040372,26.4273851,86.6748655
207,1086,220056,Neur,800,26.4260534,86.7139704,26.4364736,86.7245292,26.4186033,86.6976643
207,1086,220058,Narindarpur,1896,26.156566,84.2682321,26.162466,84.2793425,26.1458187,84.2574156
207,1086,220060,Mahadeomath,987,26.3835106,86.6585897,26.3961773,86.6758727,26.3669454,86.6342314
207,1086,220061,Gidrahi,305,26.3655889,86.6485137,26.3772448,86.6626433,26.3573073,86.6384812
207,1086,220062,Mahthour Got,582,26.3651178,86.6283557,26.3760165,86.648491,26.3532619,86.6118391
207,1086,220063,Mahthoura,329,26.3474297,86.6283557,26.3588408,86.6417158,26.3330365,86.6169204
207,1086,220064,Dhanchhiha,1396,26.3470745,86.6132317,26.3555812,86.6231308,26.3330421,86.5986022
207,1086,220065,Hardoarlaukaha,113,26.3452734,86.599364,26.3535137,86.6030198,26.3328495,86.5929337
207,1086,220066,Kaudihar Laukahi,242,26.3542961,86.6069287,26.359516,86.6163787,26.3513679,86.5977093
207,1086,220067,Baruwar,2823,26.3849799,86.5955813,26.3940087,86.6176147,26.3303278,86.5731811
207,1086,220068,Rajarampatti,278,26.3704203,86.6031465,26.3785589,86.6107864,26.3663921,86.5990446
207,1086,220069,Narahi,400,24.8721379,84.3213336,24.8768539,84.3272016,24.8694572,84.3166505
207,1086,220070,Bajuband,307,26.381005,86.6144922,26.3879966,86.6254579,26.3707658,86.6063537
207,1086,220071,Matahi,464,26.3942396,86.6132317,26.4005297,86.6254499,26.3851336,86.6055373
207,1086,220072,Jarauli,461,24.6532356,85.5045711,24.6754932,85.5310593,24.6243876,85.4818726
207,1086,220073,Harraha,300,26.423594,86.6081894,26.431766,86.6196226,26.4166432,86.5973496
207,1086,220074,Kusmahi,627,24.3914663,84.5261509,24.3956261,84.5303879,24.3876247,84.5233308
207,1086,220075,Kharagpur,305,25.1223251,86.5526896,25.1343289,86.5635968,25.1160671,86.5435122
207,1086,220076,Sakhua,482,26.1765894,86.7667756,26.1886291,86.7794112,26.159149,86.7468567
207,1086,220077,Hariraha,228,26.3673512,86.8571659,26.3901291,86.8897932,26.3563194,86.8439866
207,1086,220078,Belahi Bhawanipur,497,26.4048313,86.5627851,26.4111156,86.5800475,26.3925266,86.5499265
207,1086,220079,Karharwa,302,26.7192326,85.2127166,26.7276038,85.2258376,26.710415,85.2043838
207,1086,220080,Kachnarwa,274,26.4164993,86.5577376,26.4250353,86.5647965,26.4081229,86.5493314
207,1086,220081,Mansapur,2321,26.4282493,86.5478797,26.4301716,86.5530166,26.3751753,86.5041199
207,1086,220082,Lachhmipur,598,26.6158818,84.8620054,26.6408614,84.8937224,26.6063994,84.853874
207,1086,220083,Kuriban,472,26.3865411,86.5375425,26.3962898,86.5460814,26.3740348,86.526466
207,1086,220084,Narahia,2762,26.3622248,86.5323325,0,0,0,0
207,1086,220085,Mahdewa,294,24.9526615,84.1105259,24.9603309,84.120903,24.9470558,84.098747
207,1086,220086,Auraha,300,26.3515328,86.5526896,26.3584595,86.5622177,26.3416919,86.5425034
207,1086,220087,Sananpatti,409,26.3526126,86.5362801,26.3593006,86.5428771,26.3447054,86.5313644
207,1086,220088,Labtoli,377,26.3394986,86.5425921,26.3450411,86.5497357,26.3260231,86.5330506
207,1086,220089,Bhutaha,406,26.3338446,86.5526896,26.3447093,86.5642395,26.329481,86.5472793
207,1086,220090,Bangawan,3203,26.3373349,86.5754016,26.3767241,86.5859526,26.3047103,86.5508956
207,1087,220091,Bathnaha,793,26.6400936,85.5763299,0,0,0,0
207,1087,220092,Bharahi,272,26.4226215,86.3870843,26.431118,86.3959122,26.4185714,86.376686
207,1087,220093,Bahraha,462,26.4137813,86.3870843,26.4216709,86.394943,26.4066809,86.3768538
207,1087,220094,Mainaha,178,25.6764144,86.719002,25.682723,86.7342068,25.6659173,86.7110753
207,1087,220095,Siswar,1760,26.4318475,86.4617379,26.4454335,86.4703884,26.4150685,86.4497523
207,1087,220096,Bairiahi,533,26.3081472,86.5261792,26.31382,86.5335999,26.3015002,86.5190809
207,1087,220097,Musharnia,459,26.3033889,86.5122871,26.3184889,86.5207975,26.2964113,86.5061872
207,1087,220098,Ramnagar,2038,27.1659296,84.3269711,0,0,0,0
207,1087,220099,Gurgawan,608,25.45268,87.619872,25.4593639,87.6270675,25.4482649,87.6108704
207,1087,220100,Phulparas,2153,26.359031,86.5005691,0,0,0,0
207,1087,220101,Barhi,1298,26.4473978,86.2615689,26.4613608,86.2739714,26.4334888,86.2427061
207,1087,220102,Murli,747,26.280116,86.7793398,26.2940502,86.7980271,26.2687301,86.7510529
207,1087,220103,Mahathour,3174,26.3825529,86.4946007,26.402872,86.5124207,26.3550014,86.4661178
207,1087,220108,Kala Patti,2207,26.4043858,86.4237923,26.4188002,86.4674452,26.3765964,86.4110793
207,1087,220109,Dahapatti,213,26.395859,86.4364441,26.4033317,86.4442292,26.3893776,86.4268112
207,1087,220110,Balua,694,27.1544172,84.4303959,27.1657198,84.434303,27.148878,84.4228745
207,1087,220111,Gatipatti,247,26.378301,86.4415038,26.3902377,86.4500274,26.369667,86.437828
207,1087,220113,Dhanouja,1499,26.357981,86.4541511,26.3799169,86.4684219,26.3475227,86.4362337
207,1087,220114,Goriari,940,25.116347,84.3114687,25.1223618,84.3160557,25.1100732,84.3033421
207,1087,220115,Hariari,550,26.3485751,86.4313838,26.3580646,86.4432219,26.3370209,86.4196092
207,1087,220116,Sugapatti,1411,26.3690194,86.4237923,26.3818874,86.441841,26.3530235,86.4103031
